datetime,Rain_Gage_at_Lake_Johnson_354546078422045_lag2,Walnut_Creek_at_Buck_Jones_Road_02087337_lag1,Walnut_Creek_at_South_Wilmington_St_0208734795_lag1,Walnut_Creek_at_Trailwood_Drive_0208734210_lag1,target_south_state_t,Walnut_Creek_at_South_State_Street_0208735460_lag1,Walnut_Creek_at_South_State_Street_0208735460_lag2,Walnut_Creek_at_South_State_Street_0208735460_lag3,Walnut_Creek_at_South_State_Street_0208735460_lag4,Walnut_Creek_at_South_State_Street_0208735460_lag5,Walnut_Creek_at_South_State_Street_0208735460_lag6
2024-07-01 20:00:00,0.0,0.15,0.69,0.4408333333333333,1.6000000000000003,1.6058333333333332,1.6083333333333334,1.5991666666666668,1.5916666666666668,1.5958333333333334,1.6125
2024-07-01 21:00:00,0.0,0.15,0.69,0.385,1.6000000000000003,1.6000000000000003,1.6058333333333332,1.6083333333333334,1.5991666666666668,1.5916666666666668,1.5958333333333334
2024-07-01 22:00:00,0.0,0.145,0.7458333333333332,0.355,1.6000000000000003,1.6000000000000003,1.6000000000000003,1.6058333333333332,1.6083333333333334,1.5991666666666668,1.5916666666666668
2024-07-01 23:00:00,0.0,0.12,0.7925,0.36,1.5925,1.6000000000000003,1.6000000000000003,1.6000000000000003,1.6058333333333332,1.6083333333333334,1.5991666666666668
2024-07-02 00:00:00,0.0,0.0949999999999999,0.86,0.36,1.5916666666666668,1.5925,1.6000000000000003,1.6000000000000003,1.6000000000000003,1.6058333333333332,1.6083333333333334
2024-07-02 01:00:00,0.0,0.09,0.86,0.3699999999999999,1.594166666666667,1.5916666666666668,1.5925,1.6000000000000003,1.6000000000000003,1.6000000000000003,1.6058333333333332
2024-07-02 02:00:00,0.0,0.09,0.86,0.3899999999999999,1.6000000000000003,1.594166666666667,1.5916666666666668,1.5925,1.6000000000000003,1.6000000000000003,1.6000000000000003
2024-07-02 03:00:00,0.0,0.09,0.86,0.395,1.5975,1.6000000000000003,1.594166666666667,1.5916666666666668,1.5925,1.6000000000000003,1.6000000000000003
2024-07-02 04:00:00,0.0,0.09,0.86,0.41,1.595,1.5975,1.6000000000000003,1.594166666666667,1.5916666666666668,1.5925,1.6000000000000003
2024-07-02 05:00:00,0.0,0.09,0.86,0.4233333333333333,1.5983333333333334,1.595,1.5975,1.6000000000000003,1.594166666666667,1.5916666666666668,1.5925
2024-07-02 06:00:00,0.0,0.09,0.86,0.42,1.6091666666666669,1.5983333333333334,1.595,1.5975,1.6000000000000003,1.594166666666667,1.5916666666666668
2024-07-02 07:00:00,0.0,0.09,0.86,0.4333333333333333,1.6041666666666667,1.6091666666666669,1.5983333333333334,1.595,1.5975,1.6000000000000003,1.594166666666667
2024-07-02 08:00:00,0.0,0.09,0.86,0.46,1.600833333333333,1.6041666666666667,1.6091666666666669,1.5983333333333334,1.595,1.5975,1.6000000000000003
2024-07-02 09:00:00,0.0,0.09,0.7933333333333333,0.46,1.6000000000000003,1.600833333333333,1.6041666666666667,1.6091666666666669,1.5983333333333334,1.595,1.5975
2024-07-02 10:00:00,0.0,0.15,0.7799999999999999,0.4633333333333334,1.6058333333333332,1.6000000000000003,1.600833333333333,1.6041666666666667,1.6091666666666669,1.5983333333333334,1.595
2024-07-02 11:00:00,0.0,0.1099999999999999,0.7799999999999999,0.4733333333333333,1.6083333333333334,1.6058333333333332,1.6000000000000003,1.600833333333333,1.6041666666666667,1.6091666666666669,1.5983333333333334
2024-07-02 12:00:00,0.0,0.09,0.7799999999999999,0.4633333333333334,1.5933333333333335,1.6083333333333334,1.6058333333333332,1.6000000000000003,1.600833333333333,1.6041666666666667,1.6091666666666669
2024-07-02 13:00:00,0.0,0.09,0.7866666666666666,0.4741666666666667,1.5783333333333334,1.5933333333333335,1.6083333333333334,1.6058333333333332,1.6000000000000003,1.600833333333333,1.6041666666666667
2024-07-02 14:00:00,0.0,0.09,0.7799999999999999,0.4624999999999999,1.5766666666666669,1.5783333333333334,1.5933333333333335,1.6083333333333334,1.6058333333333332,1.6000000000000003,1.600833333333333
2024-07-02 15:00:00,0.0,0.09,0.7733333333333334,0.4533333333333333,1.5691666666666668,1.5766666666666669,1.5783333333333334,1.5933333333333335,1.6083333333333334,1.6058333333333332,1.6000000000000003
2024-07-02 16:00:00,0.0,0.09,0.7799999999999999,0.4566666666666667,1.5675,1.5691666666666668,1.5766666666666669,1.5783333333333334,1.5933333333333335,1.6083333333333334,1.6058333333333332
2024-07-02 17:00:00,0.0,0.09,0.7733333333333334,0.4366666666666667,1.5741666666666667,1.5675,1.5691666666666668,1.5766666666666669,1.5783333333333334,1.5933333333333335,1.6083333333333334
2024-07-02 18:00:00,0.0,0.09,0.7666666666666666,0.3608333333333333,1.5883333333333336,1.5741666666666667,1.5675,1.5691666666666668,1.5766666666666669,1.5783333333333334,1.5933333333333335
2024-07-02 19:00:00,0.0,0.09,0.7799999999999999,0.3075,1.595,1.5883333333333336,1.5741666666666667,1.5675,1.5691666666666668,1.5766666666666669,1.5783333333333334
2024-07-02 20:00:00,0.0,0.0499999999999999,0.7799999999999999,0.3125,1.590833333333333,1.595,1.5883333333333336,1.5741666666666667,1.5675,1.5691666666666668,1.5766666666666669
2024-07-02 21:00:00,0.0,0.03,0.7799999999999999,0.29,1.59,1.590833333333333,1.595,1.5883333333333336,1.5741666666666667,1.5675,1.5691666666666668
2024-07-02 22:00:00,0.0,0.03,0.7399999999999999,0.2866666666666667,1.59,1.59,1.590833333333333,1.595,1.5883333333333336,1.5741666666666667,1.5675
2024-07-02 23:00:00,0.0,0.03,0.7266666666666666,0.3075,1.59,1.59,1.59,1.590833333333333,1.595,1.5883333333333336,1.5741666666666667
2024-07-03 00:00:00,0.0,0.03,0.6999999999999998,0.32,1.59,1.59,1.59,1.59,1.590833333333333,1.595,1.5883333333333336
2024-07-03 01:00:00,0.0,0.03,0.6999999999999998,0.32,1.5883333333333336,1.59,1.59,1.59,1.59,1.590833333333333,1.595
2024-07-03 02:00:00,0.0,0.03,0.6999999999999998,0.3324999999999999,1.5891666666666666,1.5883333333333336,1.59,1.59,1.59,1.59,1.590833333333333
2024-07-03 03:00:00,0.0,0.03,0.6999999999999998,0.3499999999999999,1.59,1.5891666666666666,1.5883333333333336,1.59,1.59,1.59,1.59
2024-07-03 04:00:00,0.0,0.03,0.6999999999999998,0.365,1.59,1.59,1.5891666666666666,1.5883333333333336,1.59,1.59,1.59
2024-07-03 05:00:00,0.0,0.03,0.6999999999999998,0.38,1.5925,1.59,1.59,1.5891666666666666,1.5883333333333336,1.59,1.59
2024-07-03 06:00:00,0.0,0.0349999999999999,0.6681818181818181,0.38,1.590833333333333,1.5925,1.59,1.59,1.5891666666666666,1.5883333333333336,1.59
2024-07-03 07:00:00,0.0,0.08,0.6999999999999998,0.4166666666666667,1.590833333333333,1.590833333333333,1.5925,1.59,1.59,1.5891666666666666,1.5883333333333336
2024-07-03 08:00:00,0.0,0.09,0.6941666666666667,0.41,1.5925,1.590833333333333,1.590833333333333,1.5925,1.59,1.59,1.5891666666666666
2024-07-03 09:00:00,0.0,0.09,0.6649999999999999,0.42,1.59,1.5925,1.590833333333333,1.590833333333333,1.5925,1.59,1.59
2024-07-03 10:00:00,0.0,0.09,0.6358333333333334,0.42,1.59,1.59,1.5925,1.590833333333333,1.590833333333333,1.5925,1.59
2024-07-03 11:00:00,0.0,0.09,0.63,0.4183333333333333,1.5891666666666666,1.59,1.59,1.5925,1.590833333333333,1.590833333333333,1.5925
2024-07-03 12:00:00,0.0,0.09,0.63,0.4333333333333333,1.5766666666666669,1.5891666666666666,1.59,1.59,1.5925,1.590833333333333,1.590833333333333
2024-07-03 13:00:00,0.0,0.09,0.63,0.43,1.5708333333333335,1.5766666666666669,1.5891666666666666,1.59,1.59,1.5925,1.590833333333333
2024-07-03 14:00:00,0.0,0.09,0.63,0.4333333333333333,1.5658333333333332,1.5708333333333335,1.5766666666666669,1.5891666666666666,1.59,1.59,1.5925
2024-07-03 15:00:00,0.0,0.09,0.63,0.4075,1.5675,1.5658333333333332,1.5708333333333335,1.5766666666666669,1.5891666666666666,1.59,1.59
2024-07-03 16:00:00,0.0,0.09,0.63,0.4025,1.5716666666666663,1.5675,1.5658333333333332,1.5708333333333335,1.5766666666666669,1.5891666666666666,1.59
2024-07-03 17:00:00,0.0,0.09,0.63,0.3899999999999999,1.5775,1.5716666666666663,1.5675,1.5658333333333332,1.5708333333333335,1.5766666666666669,1.5891666666666666
2024-07-03 18:00:00,0.0,0.09,0.63,0.3349999999999999,1.59,1.5775,1.5716666666666663,1.5675,1.5658333333333332,1.5708333333333335,1.5766666666666669
2024-07-03 19:00:00,0.0,0.09,0.63,0.2975,1.590833333333333,1.59,1.5775,1.5716666666666663,1.5675,1.5658333333333332,1.5708333333333335
2024-07-03 20:00:00,0.0,0.09,0.63,0.2925,1.5975,1.590833333333333,1.59,1.5775,1.5716666666666663,1.5675,1.5658333333333332
2024-07-03 21:00:00,0.0,0.09,0.63,0.29,1.6033333333333335,1.5975,1.590833333333333,1.59,1.5775,1.5716666666666663,1.5675
2024-07-03 22:00:00,0.0,0.085,0.63,0.285,1.6075000000000002,1.6033333333333335,1.5975,1.590833333333333,1.59,1.5775,1.5716666666666663
2024-07-03 23:00:00,0.0,0.0699999999999999,0.63,0.285,1.6000000000000003,1.6075000000000002,1.6033333333333335,1.5975,1.590833333333333,1.59,1.5775
2024-07-04 00:00:00,0.0,0.045,0.63,0.295,1.6000000000000003,1.6000000000000003,1.6075000000000002,1.6033333333333335,1.5975,1.590833333333333,1.59
2024-07-04 01:00:00,0.0,0.0349999999999999,0.63,0.315,1.594166666666667,1.6000000000000003,1.6000000000000003,1.6075000000000002,1.6033333333333335,1.5975,1.590833333333333
2024-07-04 02:00:00,0.0,0.03,0.63,0.32,1.59,1.594166666666667,1.6000000000000003,1.6000000000000003,1.6075000000000002,1.6033333333333335,1.5975
2024-07-04 03:00:00,0.0,0.03,0.63,0.325,1.5825000000000002,1.59,1.594166666666667,1.6000000000000003,1.6000000000000003,1.6075000000000002,1.6033333333333335
2024-07-04 04:00:00,0.0,0.03,0.6241666666666666,0.3374999999999999,1.59,1.5825000000000002,1.59,1.594166666666667,1.6000000000000003,1.6000000000000003,1.6075000000000002
2024-07-04 05:00:00,0.0,0.03,0.6183333333333333,0.3499999999999999,1.590833333333333,1.59,1.5825000000000002,1.59,1.594166666666667,1.6000000000000003,1.6000000000000003
2024-07-04 06:00:00,0.0,0.0499999999999999,0.6066666666666667,0.355,1.59,1.590833333333333,1.59,1.5825000000000002,1.59,1.594166666666667,1.6000000000000003
2024-07-04 07:00:00,0.0,0.065,0.6008333333333333,0.3699999999999999,1.59,1.59,1.590833333333333,1.59,1.5825000000000002,1.59,1.594166666666667
2024-07-04 08:00:00,0.0,0.06,0.5950000000000001,0.38,1.59,1.59,1.59,1.590833333333333,1.59,1.5825000000000002,1.59
2024-07-04 09:00:00,0.0,0.085,0.5833333333333334,0.38,1.59,1.59,1.59,1.59,1.590833333333333,1.59,1.5825000000000002
2024-07-04 10:00:00,0.0,0.09,0.5716666666666667,0.395,1.59,1.59,1.59,1.59,1.59,1.590833333333333,1.59
2024-07-04 11:00:00,0.0,0.09,0.56,0.41,1.59,1.59,1.59,1.59,1.59,1.59,1.590833333333333
2024-07-04 12:00:00,0.0,0.09,0.56,0.41,1.5841666666666667,1.59,1.59,1.59,1.59,1.59,1.59
2024-07-04 13:00:00,0.0,0.09,0.5775,0.41,1.5733333333333337,1.5841666666666667,1.59,1.59,1.59,1.59,1.59
2024-07-04 14:00:00,0.0,0.09,0.6025,0.4049999999999999,1.5658333333333332,1.5733333333333337,1.5841666666666667,1.59,1.59,1.59,1.59
2024-07-04 15:00:00,0.0,0.09,0.59,0.38,1.5675,1.5658333333333332,1.5733333333333337,1.5841666666666667,1.59,1.59,1.59
2024-07-04 16:00:00,0.0,0.09,0.6075,0.3899999999999999,1.5733333333333337,1.5675,1.5658333333333332,1.5733333333333337,1.5841666666666667,1.59,1.59
2024-07-04 17:00:00,0.0,0.09,0.6108333333333333,0.3741666666666667,1.58,1.5733333333333337,1.5675,1.5658333333333332,1.5733333333333337,1.5841666666666667,1.59
2024-07-04 18:00:00,0.0,0.09,0.5991666666666666,0.3208333333333333,1.5925,1.58,1.5733333333333337,1.5675,1.5658333333333332,1.5733333333333337,1.5841666666666667
2024-07-04 19:00:00,0.0,0.09,0.57,0.285,1.6000000000000003,1.5925,1.58,1.5733333333333337,1.5675,1.5658333333333332,1.5733333333333337
2024-07-04 20:00:00,0.0,0.0549999999999999,0.5816666666666667,0.2875,1.5991666666666668,1.6000000000000003,1.5925,1.58,1.5733333333333337,1.5675,1.5658333333333332
2024-07-04 21:00:00,0.0,0.0499999999999999,0.57,0.29,1.5983333333333334,1.5991666666666668,1.6000000000000003,1.5925,1.58,1.5733333333333337,1.5675
2024-07-04 22:00:00,0.0,0.04,0.57,0.2675,1.594166666666667,1.5983333333333334,1.5991666666666668,1.6000000000000003,1.5925,1.58,1.5733333333333337
2024-07-04 23:00:00,0.0,0.045,0.57,0.2825,1.596666666666667,1.594166666666667,1.5983333333333334,1.5991666666666668,1.6000000000000003,1.5925,1.58
2024-07-05 00:00:00,0.0,0.0549999999999999,0.57,0.2825,1.590833333333333,1.596666666666667,1.594166666666667,1.5983333333333334,1.5991666666666668,1.6000000000000003,1.5925
2024-07-05 01:00:00,0.0,0.04,0.57,0.2833333333333334,1.5916666666666668,1.590833333333333,1.596666666666667,1.594166666666667,1.5983333333333334,1.5991666666666668,1.6000000000000003
2024-07-05 02:00:00,0.0,0.08,0.5933333333333333,0.2975,1.59,1.5916666666666668,1.590833333333333,1.596666666666667,1.594166666666667,1.5983333333333334,1.5991666666666668
2024-07-05 03:00:00,0.0,0.09,0.5991666666666666,0.31,1.6050000000000002,1.59,1.5916666666666668,1.590833333333333,1.596666666666667,1.594166666666667,1.5983333333333334
2024-07-05 04:00:00,0.0,0.09,0.5933333333333333,0.3125,1.6466666666666665,1.6050000000000002,1.59,1.5916666666666668,1.590833333333333,1.596666666666667,1.594166666666667
2024-07-05 05:00:00,0.0,0.09,0.64,0.34,1.7191666666666665,1.6466666666666665,1.6050000000000002,1.59,1.5916666666666668,1.590833333333333,1.596666666666667
2024-07-05 06:00:00,0.0,0.09,0.64,0.34,1.7299999999999998,1.7191666666666665,1.6466666666666665,1.6050000000000002,1.59,1.5916666666666668,1.590833333333333
2024-07-05 07:00:00,0.0,0.09,0.64,0.3625,1.6991666666666667,1.7299999999999998,1.7191666666666665,1.6466666666666665,1.6050000000000002,1.59,1.5916666666666668
2024-07-05 08:00:00,0.0,0.09,0.64,0.3699999999999999,1.6716666666666666,1.6991666666666667,1.7299999999999998,1.7191666666666665,1.6466666666666665,1.6050000000000002,1.59
2024-07-05 09:00:00,0.0,0.09,0.6341666666666667,0.3699999999999999,1.6525,1.6716666666666666,1.6991666666666667,1.7299999999999998,1.7191666666666665,1.6466666666666665,1.6050000000000002
2024-07-05 10:00:00,0.0,0.09,0.605,0.3699999999999999,1.6383333333333334,1.6525,1.6716666666666666,1.6991666666666667,1.7299999999999998,1.7191666666666665,1.6466666666666665
2024-07-05 11:00:00,0.0,0.09,0.57,0.375,1.6258333333333332,1.6383333333333334,1.6525,1.6716666666666666,1.6991666666666667,1.7299999999999998,1.7191666666666665
2024-07-05 12:00:00,0.0,0.09,0.57,0.3725,1.606666666666667,1.6258333333333332,1.6383333333333334,1.6525,1.6716666666666666,1.6991666666666667,1.7299999999999998
2024-07-05 13:00:00,0.0,0.09,0.57,0.375,1.59,1.606666666666667,1.6258333333333332,1.6383333333333334,1.6525,1.6716666666666666,1.6991666666666667
2024-07-05 14:00:00,0.0,0.09,0.57,0.3699999999999999,1.58,1.59,1.606666666666667,1.6258333333333332,1.6383333333333334,1.6525,1.6716666666666666
2024-07-05 15:00:00,0.0,0.09,0.57,0.365,1.58,1.58,1.59,1.606666666666667,1.6258333333333332,1.6383333333333334,1.6525
2024-07-05 16:00:00,0.0,0.09,0.57,0.37,1.5791666666666666,1.58,1.58,1.59,1.606666666666667,1.6258333333333332,1.6383333333333334
2024-07-05 17:00:00,0.0,0.09,0.57,0.3625,1.5858333333333334,1.5791666666666666,1.58,1.58,1.59,1.606666666666667,1.6258333333333332
2024-07-05 18:00:00,0.0,0.09,0.57,0.31,1.596666666666667,1.5858333333333334,1.5791666666666666,1.58,1.58,1.59,1.606666666666667
2024-07-05 19:00:00,0.0,0.09,0.57,0.275,1.5958333333333334,1.596666666666667,1.5858333333333334,1.5791666666666666,1.58,1.58,1.59
2024-07-05 20:00:00,0.0,0.09,0.6108333333333333,0.27,1.59,1.5958333333333334,1.596666666666667,1.5858333333333334,1.5791666666666666,1.58,1.58
2024-07-05 21:00:00,0.0,0.09,2.8408333333333338,0.26,1.7075000000000002,1.59,1.5958333333333334,1.596666666666667,1.5858333333333334,1.5791666666666666,1.58
2024-07-05 22:00:00,0.0,0.09,5.9575,0.26,1.8091666666666668,1.7075000000000002,1.59,1.5958333333333334,1.596666666666667,1.5858333333333334,1.5791666666666666
2024-07-05 23:00:00,0.0,0.09,4.969166666666666,0.26,1.7641666666666669,1.8091666666666668,1.7075000000000002,1.59,1.5958333333333334,1.596666666666667,1.5858333333333334
2024-07-06 00:00:00,0.0,0.09,3.725,0.265,1.725833333333333,1.7641666666666669,1.8091666666666668,1.7075000000000002,1.59,1.5958333333333334,1.596666666666667
2024-07-06 01:00:00,0.0,0.09,2.7191666666666667,0.2766666666666666,1.695,1.725833333333333,1.7641666666666669,1.8091666666666668,1.7075000000000002,1.59,1.5958333333333334
2024-07-06 02:00:00,0.0,0.09,2.115,0.2875,1.6725,1.695,1.725833333333333,1.7641666666666669,1.8091666666666668,1.7075000000000002,1.59
2024-07-06 03:00:00,0.0,0.09,1.815,0.305,1.655,1.6725,1.695,1.725833333333333,1.7641666666666669,1.8091666666666668,1.7075000000000002
2024-07-06 04:00:00,0.0,0.09,1.6525,0.31,1.6466666666666665,1.655,1.6725,1.695,1.725833333333333,1.7641666666666669,1.8091666666666668
2024-07-06 05:00:00,0.0,0.09,1.51,0.32,1.64,1.6466666666666665,1.655,1.6725,1.695,1.725833333333333,1.7641666666666669
2024-07-06 06:00:00,0.0,0.09,1.343333333333333,0.34,1.6341666666666663,1.64,1.6466666666666665,1.655,1.6725,1.695,1.725833333333333
2024-07-06 07:00:00,0.0,0.1149999999999999,1.245,0.34,1.6266666666666667,1.6341666666666663,1.64,1.6466666666666665,1.655,1.6725,1.695
2024-07-06 08:00:00,0.0,0.15,1.1616666666666666,0.3475,1.6208333333333336,1.6266666666666667,1.6341666666666663,1.64,1.6466666666666665,1.655,1.6725
2024-07-06 09:00:00,0.0,0.15,1.0616666666666668,0.365,1.6183333333333334,1.6208333333333336,1.6266666666666667,1.6341666666666663,1.64,1.6466666666666665,1.655
2024-07-06 10:00:00,0.0,0.15,0.9783333333333334,0.3675,1.61,1.6183333333333334,1.6208333333333336,1.6266666666666667,1.6341666666666663,1.64,1.6466666666666665
2024-07-06 11:00:00,0.0,0.15,0.97,0.3699999999999999,1.6083333333333334,1.61,1.6183333333333334,1.6208333333333336,1.6266666666666667,1.6341666666666663,1.64
2024-07-06 12:00:00,0.0,0.15,0.9325,0.3699999999999999,1.595,1.6083333333333334,1.61,1.6183333333333334,1.6208333333333336,1.6266666666666667,1.6341666666666663
2024-07-06 13:00:00,0.0,0.15,0.88,0.375,1.5833333333333333,1.595,1.6083333333333334,1.61,1.6183333333333334,1.6208333333333336,1.6266666666666667
2024-07-06 14:00:00,0.0,0.15,0.8466666666666667,0.3699999999999999,1.5750000000000002,1.5833333333333333,1.595,1.6083333333333334,1.61,1.6183333333333334,1.6208333333333336
2024-07-06 15:00:00,0.0,0.15,0.8066666666666666,0.3633333333333333,1.5725,1.5750000000000002,1.5833333333333333,1.595,1.6083333333333334,1.61,1.6183333333333334
2024-07-06 16:00:00,0.0,0.15,0.8066666666666666,0.3625,1.5783333333333334,1.5725,1.5750000000000002,1.5833333333333333,1.595,1.6083333333333334,1.61
2024-07-06 17:00:00,0.0,0.15,0.8000000000000002,0.335,1.585,1.5783333333333334,1.5725,1.5750000000000002,1.5833333333333333,1.595,1.6083333333333334
2024-07-06 18:00:00,0.0,0.15,0.7933333333333333,0.2983333333333333,1.5883333333333336,1.585,1.5783333333333334,1.5725,1.5750000000000002,1.5833333333333333,1.595
2024-07-06 19:00:00,0.0,0.15,0.8000000000000002,0.2725,1.5916666666666668,1.5883333333333336,1.585,1.5783333333333334,1.5725,1.5750000000000002,1.5833333333333333
2024-07-06 20:00:00,0.0,0.125,0.8000000000000002,0.265,1.590833333333333,1.5916666666666668,1.5883333333333336,1.585,1.5783333333333334,1.5725,1.5750000000000002
2024-07-06 21:00:00,0.0,0.105,0.8000000000000002,0.2525,1.59,1.590833333333333,1.5916666666666668,1.5883333333333336,1.585,1.5783333333333334,1.5725
2024-07-06 22:00:00,0.0,0.0949999999999999,0.7866666666666667,0.25,1.6041666666666667,1.59,1.590833333333333,1.5916666666666668,1.5883333333333336,1.585,1.5783333333333334
2024-07-06 23:00:00,0.0,208.79166666666663,0.9683333333333334,37.41916666666666,2.060833333333333,1.6041666666666667,1.59,1.590833333333333,1.5916666666666668,1.5883333333333336,1.585
2024-07-07 00:00:00,0.0525,289.5,1.274166666666667,152.16666666666666,3.0191666666666666,2.060833333333333,1.6041666666666667,1.59,1.590833333333333,1.5916666666666668,1.5883333333333336
2024-07-07 01:00:00,0.01,90.69166666666666,3.7325,77.43333333333334,2.685833333333333,3.0191666666666666,2.060833333333333,1.6041666666666667,1.59,1.590833333333333,1.5916666666666668
2024-07-07 02:00:00,0.0016666666666666,44.93333333333334,5.414166666666667,23.09166666666667,2.2808333333333333,2.685833333333333,3.0191666666666666,2.060833333333333,1.6041666666666667,1.59,1.590833333333333
2024-07-07 03:00:00,0.0,32.25,5.580000000000001,12.441666666666668,2.0841666666666665,2.2808333333333333,2.685833333333333,3.0191666666666666,2.060833333333333,1.6041666666666667,1.59
2024-07-07 04:00:00,0.0,24.308333333333334,10.879166666666668,11.225,2.045,2.0841666666666665,2.2808333333333333,2.685833333333333,3.0191666666666666,2.060833333333333,1.6041666666666667
2024-07-07 05:00:00,0.0,20.066666666666663,29.7,10.5,2.188333333333333,2.045,2.0841666666666665,2.2808333333333333,2.685833333333333,3.0191666666666666,2.060833333333333
2024-07-07 06:00:00,0.0,16.925,33.083333333333336,10.030833333333334,2.181666666666666,2.188333333333333,2.045,2.0841666666666665,2.2808333333333333,2.685833333333333,3.0191666666666666
2024-07-07 07:00:00,0.0,14.7,32.208333333333336,9.91,2.154166666666667,2.181666666666666,2.188333333333333,2.045,2.0841666666666665,2.2808333333333333,2.685833333333333
2024-07-07 08:00:00,0.0,12.491666666666667,30.691666666666663,9.7075,2.120833333333333,2.154166666666667,2.181666666666666,2.188333333333333,2.045,2.0841666666666665,2.2808333333333333
2024-07-07 09:00:00,0.0,10.254166666666666,28.825,9.505,2.0875,2.120833333333333,2.154166666666667,2.181666666666666,2.188333333333333,2.045,2.0841666666666665
2024-07-07 10:00:00,0.0,8.884166666666667,26.85833333333333,9.37,2.0575,2.0875,2.120833333333333,2.154166666666667,2.181666666666666,2.188333333333333,2.045
2024-07-07 11:00:00,0.0,8.14,25.075,9.175,2.0275,2.0575,2.0875,2.120833333333333,2.154166666666667,2.181666666666666,2.188333333333333
2024-07-07 12:00:00,0.0,7.547499999999999,23.45833333333333,8.825000000000001,1.9925,2.0275,2.0575,2.0875,2.120833333333333,2.154166666666667,2.181666666666666
2024-07-07 13:00:00,0.0,6.795000000000001,22.025,8.514166666666666,1.975833333333333,1.9925,2.0275,2.0575,2.0875,2.120833333333333,2.154166666666667
2024-07-07 14:00:00,0.0,5.923333333333333,20.83333333333333,8.330833333333333,1.9533333333333327,1.975833333333333,1.9925,2.0275,2.0575,2.0875,2.120833333333333
2024-07-07 15:00:00,0.0,5.168333333333333,19.683333333333334,7.7475,1.9375,1.9533333333333327,1.975833333333333,1.9925,2.0275,2.0575,2.0875
2024-07-07 16:00:00,0.0,4.566666666666666,18.541666666666668,7.44,1.9166666666666667,1.9375,1.9533333333333327,1.975833333333333,1.9925,2.0275,2.0575
2024-07-07 17:00:00,0.0,3.923333333333333,17.616666666666664,7.196666666666666,1.9066666666666665,1.9166666666666667,1.9375,1.9533333333333327,1.975833333333333,1.9925,2.0275
2024-07-07 18:00:00,0.0,15.574166666666663,16.741666666666664,6.906666666666666,1.895,1.9066666666666665,1.9166666666666667,1.9375,1.9533333333333327,1.975833333333333,1.9925
2024-07-07 19:00:00,0.0075,51.083333333333336,15.908333333333331,7.479999999999999,1.8791666666666664,1.895,1.9066666666666665,1.9166666666666667,1.9375,1.9533333333333327,1.975833333333333
2024-07-07 20:00:00,0.0008333333333333,33.800000000000004,15.333333333333334,10.961666666666666,1.8716666666666668,1.8791666666666664,1.895,1.9066666666666665,1.9166666666666667,1.9375,1.9533333333333327
2024-07-07 21:00:00,0.0025,22.166666666666668,14.841666666666669,13.558333333333332,1.86,1.8716666666666668,1.8791666666666664,1.895,1.9066666666666665,1.9166666666666667,1.9375
2024-07-07 22:00:00,0.0025,17.416666666666668,14.633333333333336,15.191666666666668,1.86,1.86,1.8716666666666668,1.8791666666666664,1.895,1.9066666666666665,1.9166666666666667
2024-07-07 23:00:00,0.0,14.108333333333334,14.300000000000002,15.5,1.8675,1.86,1.86,1.8716666666666668,1.8791666666666664,1.895,1.9066666666666665
